offsetRange,"[C,C#,D,E-,E,F,F#,G,G#,A,B-,B]",triadLabel,triadCoef,coefList
22.0 to 22.0,"[0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",gMajor,0.5222329678670937,"[-0.17407765595569788, -0.17407765595569788, 0.5222329678670936, -0.17407765595569788, -0.17407765595569788, -0.17407765595569788, -0.17407765595569788, 0.5222329678670937, -0.17407765595569788, -0.17407765595569788, 0.5222329678670936, -0.17407765595569788, -0.17407765595569788, -0.17407765595569788, 0.5222329678670937, -0.17407765595569785, -0.17407765595569788, 0.5222329678670936, -0.17407765595569788, -0.17407765595569788, -0.17407765595569788, -0.17407765595569788, 0.5222329678670937, -0.17407765595569785]"
23.0 to 23.0,"[0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0]",e-Major,0.5222329678670936,"[0.5222329678670935, -0.17407765595569785, -0.17407765595569782, 0.5222329678670936, -0.17407765595569785, -0.17407765595569785, -0.17407765595569782, 0.5222329678670936, -0.17407765595569785, -0.17407765595569785, -0.17407765595569785, -0.17407765595569785, -0.17407765595569785, -0.17407765595569785, -0.17407765595569785, 0.5222329678670935, -0.17407765595569785, -0.17407765595569785, -0.17407765595569785, 0.5222329678670935, -0.17407765595569785, -0.17407765595569785, 0.5222329678670936, -0.17407765595569785]"
24.0 to 24.875,"[0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 1]",gMajor,0.6793662204867574,"[0.45291081365783825, -0.22645540682891915, -0.22645540682891913, 0.4529108136578383, 6.285400167808074e-18, -0.22645540682891915, -0.22645540682891915, 0.6793662204867574, -0.22645540682891915, -0.22645540682891915, -0.22645540682891915, 2.5141600671232295e-17, -0.22645540682891915, -0.22645540682891915, 2.5141600671232295e-17, 0.4529108136578383, -0.22645540682891915, -0.22645540682891915, -0.22645540682891915, 0.6793662204867574, -0.22645540682891915, -0.22645540682891915, 0.4529108136578383, 0.0]"
25.0 to 25.75,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3]",gMajor,0.6793662204867574,"[6.285400167808074e-18, -0.22645540682891915, -0.22645540682891913, 1.2570800335616148e-17, 0.45291081365783836, -0.22645540682891915, -0.22645540682891913, 0.6793662204867574, -0.22645540682891915, -0.22645540682891915, -0.22645540682891915, 0.4529108136578383, -0.22645540682891915, -0.22645540682891915, 0.4529108136578383, 1.2570800335616148e-17, -0.22645540682891915, -0.22645540682891915, -0.22645540682891915, 0.6793662204867574, -0.22645540682891915, -0.22645540682891915, 1.2570800335616148e-17, 0.4529108136578383]"
26.0 to 26.875,"[1, 0, 2, 0, 0, 0, 1, 1, 0, 2, 0, 1]",dMajor,0.7745966692414833,"[-5.016521165774134e-17, -0.5163977794943223, 0.7745966692414833, -0.25819888974716115, -0.25819888974716115, 0.25819888974716115, -0.25819888974716115, 0.5163977794943223, -0.25819888974716115, -1.433291761649753e-17, -2.866583523299506e-17, -5.016521165774134e-17, 0.25819888974716115, -0.5163977794943223, 0.5163977794943223, -5.733167046599012e-17, -0.5163977794943223, 0.5163977794943223, -0.25819888974716115, -4.299875284949258e-17, -0.25819888974716115, 0.25819888974716115, 0.25819888974716115, -0.25819888974716115]"
27.0 to 27.875,"[0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 1]",gMajor,0.6793662204867574,"[0.45291081365783825, -0.22645540682891915, -0.22645540682891913, 0.4529108136578383, 6.285400167808074e-18, -0.22645540682891915, -0.22645540682891915, 0.6793662204867574, -0.22645540682891915, -0.22645540682891915, -0.22645540682891915, 2.5141600671232295e-17, -0.22645540682891915, -0.22645540682891915, 2.5141600671232295e-17, 0.4529108136578383, -0.22645540682891915, -0.22645540682891915, -0.22645540682891915, 0.6793662204867574, -0.22645540682891915, -0.22645540682891915, 0.4529108136578383, 0.0]"
28.0 to 28.0,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1]",gMajor,0.7745966692414831,"[-0.2581988897471611, -0.2581988897471611, 0.25819888974716104, -0.25819888974716115, 0.25819888974716104, -0.2581988897471611, -0.2581988897471611, 0.7745966692414831, -0.25819888974716115, -0.2581988897471611, 0.25819888974716104, 0.25819888974716104, -0.2581988897471611, -0.25819888974716115, 0.7745966692414831, -0.2581988897471612, -0.2581988897471611, 0.25819888974716104, -0.25819888974716115, 0.25819888974716104, -0.2581988897471611, -0.2581988897471611, 0.25819888974716104, 0.25819888974716104]"
29.0 to 29.75,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1]",bMajor,0.7745966692414831,"[-0.2581988897471611, -0.2581988897471611, -0.2581988897471612, 0.25819888974716104, 0.25819888974716104, -0.2581988897471611, -0.2581988897471611, 0.25819888974716104, 0.25819888974716104, -0.2581988897471611, -0.2581988897471612, 0.7745966692414831, -0.2581988897471611, -0.25819888974716115, 0.25819888974716104, 0.25819888974716104, -0.2581988897471611, -0.25819888974716115, 0.25819888974716104, 0.25819888974716104, -0.2581988897471611, -0.2581988897471611, -0.25819888974716115, 0.7745966692414831]"
30.0 to 30.875,"[1, 0, 0, 0, 1, 0, 0, 2, 0, 0, 0, 0]",cMajor,0.9258200997725513,"[0.9258200997725513, -0.30860669992418377, -0.30860669992418377, 0.3086066999241837, -1.713111319047077e-17, -1.713111319047077e-17, -0.30860669992418377, 0.3086066999241837, -1.713111319047077e-17, -1.713111319047077e-17, -0.30860669992418377, -0.30860669992418377, 0.30860669992418377, -0.30860669992418377, -0.30860669992418377, 0.6172133998483675, -1.713111319047077e-17, -0.30860669992418377, -0.30860669992418377, 0.6172133998483675, -1.713111319047077e-17, -0.30860669992418377, 0.3086066999241837, -0.30860669992418377]"
31.0 to 31.75,"[1, 0, 0, 0, 1, 0, 0, 2, 0, 0, 0, 0]",cMajor,0.9258200997725513,"[0.9258200997725513, -0.30860669992418377, -0.30860669992418377, 0.3086066999241837, -1.713111319047077e-17, -1.713111319047077e-17, -0.30860669992418377, 0.3086066999241837, -1.713111319047077e-17, -1.713111319047077e-17, -0.30860669992418377, -0.30860669992418377, 0.30860669992418377, -0.30860669992418377, -0.30860669992418377, 0.6172133998483675, -1.713111319047077e-17, -0.30860669992418377, -0.30860669992418377, 0.6172133998483675, -1.713111319047077e-17, -0.30860669992418377, 0.3086066999241837, -0.30860669992418377]"
32.0 to 32.875,"[1, 0, 1, 0, 1, 0, 1, 3, 0, 0, 0, 0]",cMajor,0.7255892438417318,"[0.7255892438417318, -0.39070190053016324, 0.05581455721859479, 0.2790727860929738, -0.16744367165578422, -0.16744367165578422, -0.16744367165578422, 0.5023310149673529, -0.16744367165578425, -0.16744367165578422, -0.16744367165578422, -0.16744367165578425, 0.055814557218594824, -0.3907019005301632, 0.05581455721859479, 0.5023310149673529, -0.16744367165578422, -0.16744367165578422, -0.16744367165578425, 0.5023310149673529, -0.16744367165578422, -0.16744367165578422, 0.5023310149673529, -0.39070190053016324]"
33.0 to 33.875,"[0, 0, 1, 0, 0, 0, 0, 3, 0, 0, 0, 1]",gMajor,0.8372183582789213,"[0.39070190053016324, -0.2790727860929738, -0.05581455721859476, 0.39070190053016324, -0.05581455721859476, -0.2790727860929738, -0.2790727860929738, 0.8372183582789213, -0.2790727860929738, -0.2790727860929738, -0.05581455721859477, -0.05581455721859478, -0.2790727860929738, -0.2790727860929738, 0.16744367165578425, 0.39070190053016324, -0.2790727860929738, -0.05581455721859477, -0.2790727860929738, 0.6139601294045424, -0.2790727860929738, -0.2790727860929738, 0.6139601294045423, -0.05581455721859476]"
34.0 to 34.5,"[0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2]",gMajor,0.7745966692414831,"[-0.2581988897471611, -0.2581988897471611, 0.25819888974716104, -0.25819888974716115, 0.25819888974716104, -0.2581988897471611, -0.2581988897471611, 0.7745966692414831, -0.25819888974716115, -0.2581988897471611, 0.25819888974716104, 0.25819888974716104, -0.2581988897471611, -0.25819888974716115, 0.7745966692414831, -0.2581988897471612, -0.2581988897471611, 0.25819888974716104, -0.25819888974716115, 0.25819888974716104, -0.2581988897471611, -0.2581988897471611, 0.25819888974716104, 0.25819888974716104]"
35.0 to 35.0,"[0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0]",e-Major,0.5222329678670936,"[0.5222329678670935, -0.17407765595569785, -0.17407765595569782, 0.5222329678670936, -0.17407765595569785, -0.17407765595569785, -0.17407765595569782, 0.5222329678670936, -0.17407765595569785, -0.17407765595569785, -0.17407765595569785, -0.17407765595569785, -0.17407765595569785, -0.17407765595569785, -0.17407765595569785, 0.5222329678670935, -0.17407765595569785, -0.17407765595569785, -0.17407765595569785, 0.5222329678670935, -0.17407765595569785, -0.17407765595569785, 0.5222329678670936, -0.17407765595569785]"
36.0 to 36.66666667,"[1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1]",dMajor,0.408248290463863,"[-4.5324665183683945e-17, -0.408248290463863, 0.408248290463863, -0.408248290463863, -4.5324665183683945e-17, 0.408248290463863, -0.408248290463863, 0.408248290463863, -2.2662332591841973e-17, -2.2662332591841973e-17, -4.5324665183683945e-17, -2.2662332591841973e-17, 0.408248290463863, -0.408248290463863, 0.408248290463863, -4.5324665183683945e-17, -0.408248290463863, 0.408248290463863, -0.408248290463863, -4.5324665183683945e-17, -2.2662332591841973e-17, -2.2662332591841973e-17, -2.2662332591841973e-17, 0.0]"
37.0 to 37.0,"[1, 0, 2, 0, 0, 0, 0, 0, 0, 1, 0, 0]",dMajor,0.6172133998483675,"[-1.713111319047077e-17, -0.30860669992418377, 0.6172133998483675, -0.3086066999241839, -0.30860669992418377, 0.30860669992418377, -0.30860669992418377, 0.30860669992418377, -5.139333957141231e-17, -1.713111319047077e-17, 0.30860669992418377, -0.3086066999241839, 0.30860669992418377, -0.30860669992418377, 0.30860669992418377, -6.852445276188307e-17, -0.30860669992418377, 0.6172133998483675, -0.3086066999241839, -0.3086066999241839, -1.713111319047077e-17, 0.0, 0.30860669992418377, -0.30860669992418377]"
38.0 to 38.0,"[0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",gMajor,0.5222329678670937,"[-0.17407765595569788, -0.17407765595569788, 0.5222329678670936, -0.17407765595569788, -0.17407765595569788, -0.17407765595569788, -0.17407765595569788, 0.5222329678670937, -0.17407765595569788, -0.17407765595569788, 0.5222329678670936, -0.17407765595569788, -0.17407765595569788, -0.17407765595569788, 0.5222329678670937, -0.17407765595569785, -0.17407765595569788, 0.5222329678670936, -0.17407765595569788, -0.17407765595569788, -0.17407765595569788, -0.17407765595569788, 0.5222329678670937, -0.17407765595569785]"
39.0 to 39.66666667,"[1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1]",cMajor,0.408248290463863,"[0.408248290463863, -0.408248290463863, -4.5324665183683945e-17, -2.2662332591841973e-17, -4.5324665183683945e-17, 0.408248290463863, -0.408248290463863, 0.408248290463863, -4.5324665183683945e-17, -2.2662332591841973e-17, -0.4082482904638631, -2.2662332591841973e-17, 0.408248290463863, -0.408248290463863, -2.2662332591841973e-17, 0.408248290463863, -0.408248290463863, -4.5324665183683945e-17, -0.408248290463863, 0.408248290463863, -2.2662332591841973e-17, 0.0, -2.2662332591841973e-17, -2.2662332591841973e-17]"
40.0 to 40.0,"[0, 0, 1, 0, 0, 0, 0, 2, 0, 0, 0, 1]",gMajor,0.9258200997725514,"[0.30860669992418377, -0.30860669992418377, -3.426222638094154e-17, 0.30860669992418377, -2.5696669785706156e-17, -0.30860669992418377, -0.30860669992418377, 0.9258200997725514, -0.30860669992418377, -0.30860669992418377, -1.713111319047077e-17, -3.426222638094154e-17, -0.30860669992418377, -0.3086066999241839, 0.30860669992418377, 0.30860669992418377, -0.30860669992418377, -2.5696669785706156e-17, -0.3086066999241839, 0.6172133998483675, -0.30860669992418377, -0.3086066999241839, 0.6172133998483675, 0.0]"
41.0 to 41.0,"[0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0]",e-Major,0.5222329678670936,"[0.5222329678670935, -0.17407765595569785, -0.17407765595569782, 0.5222329678670936, -0.17407765595569785, -0.17407765595569785, -0.17407765595569782, 0.5222329678670936, -0.17407765595569785, -0.17407765595569785, -0.17407765595569785, -0.17407765595569785, -0.17407765595569785, -0.17407765595569785, -0.17407765595569785, 0.5222329678670935, -0.17407765595569785, -0.17407765595569785, -0.17407765595569785, 0.5222329678670935, -0.17407765595569785, -0.17407765595569785, 0.5222329678670936, -0.17407765595569785]"
42.0 to 42.875,"[2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1]",fMajor,0.6172133998483675,"[0.30860669992418377, -0.3086066999241839, -3.426222638094154e-17, -0.30860669992418377, 0.0, 0.6172133998483675, -0.3086066999241839, -1.713111319047077e-17, 0.30860669992418377, -5.139333957141231e-17, -0.30860669992418377, -1.713111319047077e-17, 0.6172133998483675, -0.3086066999241839, -1.713111319047077e-17, 0.30860669992418377, -0.3086066999241839, -4.282778297617692e-18, -0.30860669992418377, 0.0, 0.30860669992418377, -3.8545004678559234e-17, -0.30860669992418377, 0.0]"
43.0 to 43.0,"[0, 0, 2, 0, 0, 0, 0, 1, 0, 0, 0, 1]",gMajor,0.9258200997725514,"[-2.5696669785706156e-17, -0.30860669992418377, 0.30860669992418377, 0.0, -2.5696669785706156e-17, -0.30860669992418377, -0.30860669992418377, 0.9258200997725514, -0.3086066999241839, -0.30860669992418377, 0.30860669992418377, -3.426222638094154e-17, -0.30860669992418377, -0.3086066999241839, 0.6172133998483675, -3.426222638094154e-17, -0.30860669992418377, 0.30860669992418377, -0.3086066999241839, 0.30860669992418377, -0.30860669992418377, -0.30860669992418377, 0.6172133998483675, -3.426222638094154e-17]"
